measure,quantile,time,sex,age,ethnic,value
lx,97.50%,2017-19,Male,21 years,Total,99018
lx,97.50%,2017-19,Male,22 years,Total,98944
lx,97.50%,2017-19,Male,23 years,Total,98868
lx,97.50%,2017-19,Male,24 years,Total,98791
lx,97.50%,2017-19,Male,25 years,Total,98714
lx,97.50%,2017-19,Male,26 years,Total,98637
lx,97.50%,2017-19,Male,27 years,Total,98563
lx,97.50%,2017-19,Male,28 years,Total,98490
lx,97.50%,2017-19,Male,29 years,Total,98416
lx,97.50%,2017-19,Male,30 years,Total,98341
lx,97.50%,2017-19,Male,31 years,Total,98262
lx,97.50%,2017-19,Male,32 years,Total,98179
lx,97.50%,2017-19,Male,33 years,Total,98091
lx,97.50%,2017-19,Male,34 years,Total,98003
lx,97.50%,2017-19,Male,35 years,Total,97910
lx,97.50%,2017-19,Male,36 years,Total,97815
lx,97.50%,2017-19,Male,37 years,Total,97716
lx,97.50%,2017-19,Male,38 years,Total,97612
lx,97.50%,2017-19,Male,39 years,Total,97501
lx,97.50%,2017-19,Male,40 years,Total,97386
lx,97.50%,2017-19,Male,41 years,Total,97263
lx,97.50%,2017-19,Male,42 years,Total,97134
lx,97.50%,2017-19,Male,43 years,Total,96993
lx,97.50%,2017-19,Male,44 years,Total,96842
lx,97.50%,2017-19,Male,45 years,Total,96679
lx,97.50%,2017-19,Male,46 years,Total,96501
lx,97.50%,2017-19,Male,47 years,Total,96313
lx,97.50%,2017-19,Male,48 years,Total,96105
lx,97.50%,2017-19,Male,49 years,Total,95876
lx,97.50%,2017-19,Male,50 years,Total,95629
lx,97.50%,2017-19,Male,51 years,Total,95358
lx,97.50%,2017-19,Male,52 years,Total,95058
lx,97.50%,2017-19,Male,53 years,Total,94723
lx,97.50%,2017-19,Male,54 years,Total,94360
lx,97.50%,2017-19,Male,55 years,Total,93968
lx,97.50%,2017-19,Male,56 years,Total,93554
lx,97.50%,2017-19,Male,57 years,Total,93113
lx,97.50%,2017-19,Male,58 years,Total,92623
lx,97.50%,2017-19,Male,59 years,Total,92087
lx,97.50%,2017-19,Male,60 years,Total,91485
lx,97.50%,2017-19,Male,61 years,Total,90848
lx,97.50%,2017-19,Male,62 years,Total,90190
lx,97.50%,2017-19,Male,63 years,Total,89473
lx,97.50%,2017-19,Male,64 years,Total,88688
lx,97.50%,2017-19,Male,65 years,Total,87844
lx,97.50%,2017-19,Male,66 years,Total,86945
lx,97.50%,2017-19,Male,67 years,Total,85958
lx,97.50%,2017-19,Male,68 years,Total,84911
lx,97.50%,2017-19,Male,69 years,Total,83818
lx,97.50%,2017-19,Male,70 years,Total,82613
lx,97.50%,2017-19,Male,71 years,Total,81325
lx,97.50%,2017-19,Male,72 years,Total,79946
lx,97.50%,2017-19,Male,73 years,Total,78296
lx,97.50%,2017-19,Male,74 years,Total,76525
lx,97.50%,2017-19,Male,75 years,Total,74627
lx,97.50%,2017-19,Male,76 years,Total,72491
lx,97.50%,2017-19,Male,77 years,Total,70304
lx,97.50%,2017-19,Male,78 years,Total,67944
lx,97.50%,2017-19,Male,79 years,Total,65276
lx,97.50%,2017-19,Male,80 years,Total,62369
lx,97.50%,2017-19,Male,81 years,Total,59277
lx,97.50%,2017-19,Male,82 years,Total,55884
lx,97.50%,2017-19,Male,83 years,Total,52285
lx,97.50%,2017-19,Male,84 years,Total,48569
lx,97.50%,2017-19,Male,85 years,Total,44641
lx,97.50%,2017-19,Male,86 years,Total,40502
lx,97.50%,2017-19,Male,87 years,Total,36254
lx,97.50%,2017-19,Male,88 years,Total,31991
lx,97.50%,2017-19,Male,89 years,Total,27779
lx,97.50%,2017-19,Male,90 years,Total,23706
lx,97.50%,2017-19,Male,91 years,Total,19859
lx,97.50%,2017-19,Male,92 years,Total,16306
lx,97.50%,2017-19,Male,93 years,Total,13112
lx,97.50%,2017-19,Male,94 years,Total,10310
lx,97.50%,2017-19,Male,95 years,Total,7937
lx,97.50%,2017-19,Male,96 years,Total,5972
lx,97.50%,2017-19,Male,97 years,Total,4393
lx,97.50%,2017-19,Male,98 years,Total,3153
lx,97.50%,2017-19,Male,99 years,Total,2208
lx,97.50%,2017-19,Male,100 years,Total,1505
lx,97.50%,2017-19,Male,101 years,Total,1003
lx,97.50%,2017-19,Male,102 years,Total,649
lx,97.50%,2017-19,Male,103 years,Total,410
lx,97.50%,2017-19,Male,104 years,Total,252
lx,97.50%,2017-19,Male,105 years,Total,151
Lx,2.50%,2017-19,Female,0 years,Total,99573
Lx,2.50%,2017-19,Female,1 years,Total,99528
Lx,2.50%,2017-19,Female,2 years,Total,99501
Lx,2.50%,2017-19,Female,3 years,Total,99482
Lx,2.50%,2017-19,Female,4 years,Total,99468
Lx,2.50%,2017-19,Female,5 years,Total,99457
Lx,2.50%,2017-19,Female,6 years,Total,99448
Lx,2.50%,2017-19,Female,7 years,Total,99439
Lx,2.50%,2017-19,Female,8 years,Total,99431
Lx,2.50%,2017-19,Female,9 years,Total,99423
Lx,2.50%,2017-19,Female,10 years,Total,99414
Lx,2.50%,2017-19,Female,11 years,Total,99405
Lx,2.50%,2017-19,Female,12 years,Total,99394
Lx,2.50%,2017-19,Female,13 years,Total,99380
Lx,2.50%,2017-19,Female,14 years,Total,99363
Lx,2.50%,2017-19,Female,15 years,Total,99343
Lx,2.50%,2017-19,Female,16 years,Total,99319
Lx,2.50%,2017-19,Female,17 years,Total,99291
Lx,2.50%,2017-19,Female,18 years,Total,99260
Lx,2.50%,2017-19,Female,19 years,Total,99225
Lx,2.50%,2017-19,Female,20 years,Total,99188
Lx,2.50%,2017-19,Female,21 years,Total,99150
Lx,2.50%,2017-19,Female,22 years,Total,99110
Lx,2.50%,2017-19,Female,23 years,Total,99069
Lx,2.50%,2017-19,Female,24 years,Total,99029
Lx,2.50%,2017-19,Female,25 years,Total,98989
Lx,2.50%,2017-19,Female,26 years,Total,98951
Lx,2.50%,2017-19,Female,27 years,Total,98912
Lx,2.50%,2017-19,Female,28 years,Total,98873
Lx,2.50%,2017-19,Female,29 years,Total,98834
Lx,2.50%,2017-19,Female,30 years,Total,98794
Lx,2.50%,2017-19,Female,31 years,Total,98750
Lx,2.50%,2017-19,Female,32 years,Total,98703
Lx,2.50%,2017-19,Female,33 years,Total,98653
Lx,2.50%,2017-19,Female,34 years,Total,98599
Lx,2.50%,2017-19,Female,35 years,Total,98544
Lx,2.50%,2017-19,Female,36 years,Total,98485
Lx,2.50%,2017-19,Female,37 years,Total,98424
Lx,2.50%,2017-19,Female,38 years,Total,98357
Lx,2.50%,2017-19,Female,39 years,Total,98286
Lx,2.50%,2017-19,Female,40 years,Total,98210
Lx,2.50%,2017-19,Female,41 years,Total,98129
Lx,2.50%,2017-19,Female,42 years,Total,98040
Lx,2.50%,2017-19,Female,43 years,Total,97945
Lx,2.50%,2017-19,Female,44 years,Total,97839
Lx,2.50%,2017-19,Female,45 years,Total,97723
Lx,2.50%,2017-19,Female,46 years,Total,97596
Lx,2.50%,2017-19,Female,47 years,Total,97456
Lx,2.50%,2017-19,Female,48 years,Total,97301
Lx,2.50%,2017-19,Female,49 years,Total,97131
Lx,2.50%,2017-19,Female,50 years,Total,96944
Lx,2.50%,2017-19,Female,51 years,Total,96736
Lx,2.50%,2017-19,Female,52 years,Total,96507
Lx,2.50%,2017-19,Female,53 years,Total,96259
Lx,2.50%,2017-19,Female,54 years,Total,95993
Lx,2.50%,2017-19,Female,55 years,Total,95712
Lx,2.50%,2017-19,Female,56 years,Total,95413
Lx,2.50%,2017-19,Female,57 years,Total,95087
Lx,2.50%,2017-19,Female,58 years,Total,94734
Lx,2.50%,2017-19,Female,59 years,Total,94351
Lx,2.50%,2017-19,Female,60 years,Total,93938
Lx,2.50%,2017-19,Female,61 years,Total,93498
Lx,2.50%,2017-19,Female,62 years,Total,93023
Lx,2.50%,2017-19,Female,63 years,Total,92491
Lx,2.50%,2017-19,Female,64 years,Total,91908
Lx,2.50%,2017-19,Female,65 years,Total,91282
Lx,2.50%,2017-19,Female,66 years,Total,90597
Lx,2.50%,2017-19,Female,67 years,Total,89857
Lx,2.50%,2017-19,Female,68 years,Total,89068
Lx,2.50%,2017-19,Female,69 years,Total,88202
Lx,2.50%,2017-19,Female,70 years,Total,87279
Lx,2.50%,2017-19,Female,71 years,Total,86280
Lx,2.50%,2017-19,Female,72 years,Total,85124
Lx,2.50%,2017-19,Female,73 years,Total,83799
Lx,2.50%,2017-19,Female,74 years,Total,82355
Lx,2.50%,2017-19,Female,75 years,Total,80758
Lx,2.50%,2017-19,Female,76 years,Total,79055
Lx,2.50%,2017-19,Female,77 years,Total,77259
Lx,2.50%,2017-19,Female,78 years,Total,75269
Lx,2.50%,2017-19,Female,79 years,Total,73019
Lx,2.50%,2017-19,Female,80 years,Total,70510
Lx,2.50%,2017-19,Female,81 years,Total,67742
Lx,2.50%,2017-19,Female,82 years,Total,64718
Lx,2.50%,2017-19,Female,83 years,Total,61461
Lx,2.50%,2017-19,Female,84 years,Total,57951
Lx,2.50%,2017-19,Female,85 years,Total,54165
Lx,2.50%,2017-19,Female,86 years,Total,50092
Lx,2.50%,2017-19,Female,87 years,Total,45750
Lx,2.50%,2017-19,Female,88 years,Total,41217
Lx,2.50%,2017-19,Female,89 years,Total,36581
Lx,2.50%,2017-19,Female,90 years,Total,31941
Lx,2.50%,2017-19,Female,91 years,Total,27367
Lx,2.50%,2017-19,Female,92 years,Total,23007
Lx,2.50%,2017-19,Female,93 years,Total,18947
Lx,2.50%,2017-19,Female,94 years,Total,15256
Lx,2.50%,2017-19,Female,95 years,Total,11995
Lx,2.50%,2017-19,Female,96 years,Total,9196
Lx,2.50%,2017-19,Female,97 years,Total,6868
Lx,2.50%,2017-19,Female,98 years,Total,4978
Lx,2.50%,2017-19,Female,99 years,Total,3499
Lx,2.50%,2017-19,Female,100 years,Total,2373
Lx,2.50%,2017-19,Female,101 years,Total,1552
Lx,2.50%,2017-19,Female,102 years,Total,976
Lx,2.50%,2017-19,Female,103 years,Total,591
Lx,2.50%,2017-19,Female,104 years,Total,339
Lx,2.50%,2017-19,Female,105 years and over,Total,364
Lx,2.50%,2017-19,Male,0 years,Total,99502
Lx,2.50%,2017-19,Male,1 years,Total,99452
Lx,2.50%,2017-19,Male,2 years,Total,99420
Lx,2.50%,2017-19,Male,3 years,Total,99397
Lx,2.50%,2017-19,Male,4 years,Total,99379
Lx,2.50%,2017-19,Male,5 years,Total,99365
Lx,2.50%,2017-19,Male,6 years,Total,99354
Lx,2.50%,2017-19,Male,7 years,Total,99343
Lx,2.50%,2017-19,Male,8 years,Total,99332
Lx,2.50%,2017-19,Male,9 years,Total,99322
Lx,2.50%,2017-19,Male,10 years,Total,99310
Lx,2.50%,2017-19,Male,11 years,Total,99297
Lx,2.50%,2017-19,Male,12 years,Total,99281
Lx,2.50%,2017-19,Male,13 years,Total,99261
Lx,2.50%,2017-19,Male,14 years,Total,99237
Lx,2.50%,2017-19,Male,15 years,Total,99205
Lx,2.50%,2017-19,Male,16 years,Total,99166
Lx,2.50%,2017-19,Male,17 years,Total,99118
Lx,2.50%,2017-19,Male,18 years,Total,99062
Lx,2.50%,2017-19,Male,19 years,Total,98999
Lx,2.50%,2017-19,Male,20 years,Total,98928
Lx,2.50%,2017-19,Male,21 years,Total,98853
Lx,2.50%,2017-19,Male,22 years,Total,98774
Lx,2.50%,2017-19,Male,23 years,Total,98692
Lx,2.50%,2017-19,Male,24 years,Total,98610
Lx,2.50%,2017-19,Male,25 years,Total,98529
Lx,2.50%,2017-19,Male,26 years,Total,98451
Lx,2.50%,2017-19,Male,27 years,Total,98374
Lx,2.50%,2017-19,Male,28 years,Total,98298
Lx,2.50%,2017-19,Male,29 years,Total,98222
Lx,2.50%,2017-19,Male,30 years,Total,98143
Lx,2.50%,2017-19,Male,31 years,Total,98059
Lx,2.50%,2017-19,Male,32 years,Total,97972
Lx,2.50%,2017-19,Male,33 years,Total,97881
Lx,2.50%,2017-19,Male,34 years,Total,97784
Lx,2.50%,2017-19,Male,35 years,Total,97686
Lx,2.50%,2017-19,Male,36 years,Total,97587
Lx,2.50%,2017-19,Male,37 years,Total,97483
Lx,2.50%,2017-19,Male,38 years,Total,97370
Lx,2.50%,2017-19,Male,39 years,Total,97252
Lx,2.50%,2017-19,Male,40 years,Total,97127
Lx,2.50%,2017-19,Male,41 years,Total,96994
Lx,2.50%,2017-19,Male,42 years,Total,96852
Lx,2.50%,2017-19,Male,43 years,Total,96696
Lx,2.50%,2017-19,Male,44 years,Total,96532
Lx,2.50%,2017-19,Male,45 years,Total,96357
Lx,2.50%,2017-19,Male,46 years,Total,96169
Lx,2.50%,2017-19,Male,47 years,Total,95964
Lx,2.50%,2017-19,Male,48 years,Total,95741
Lx,2.50%,2017-19,Male,49 years,Total,95496
Lx,2.50%,2017-19,Male,50 years,Total,95232
Lx,2.50%,2017-19,Male,51 years,Total,94939
Lx,2.50%,2017-19,Male,52 years,Total,94614
Lx,2.50%,2017-19,Male,53 years,Total,94255
Lx,2.50%,2017-19,Male,54 years,Total,93868
Lx,2.50%,2017-19,Male,55 years,Total,93455
Lx,2.50%,2017-19,Male,56 years,Total,93016
Lx,2.50%,2017-19,Male,57 years,Total,92539
Lx,2.50%,2017-19,Male,58 years,Total,92022
Lx,2.50%,2017-19,Male,59 years,Total,91443
Lx,2.50%,2017-19,Male,60 years,Total,90817
Lx,2.50%,2017-19,Male,61 years,Total,90160
Lx,2.50%,2017-19,Male,62 years,Total,89459
Lx,2.50%,2017-19,Male,63 years,Total,88697
Lx,2.50%,2017-19,Male,64 years,Total,87872
Lx,2.50%,2017-19,Male,65 years,Total,86983
Lx,2.50%,2017-19,Male,66 years,Total,86025
Lx,2.50%,2017-19,Male,67 years,Total,84995
Lx,2.50%,2017-19,Male,68 years,Total,83907
Lx,2.50%,2017-19,Male,69 years,Total,82741
Lx,2.50%,2017-19,Male,70 years,Total,81480
Lx,2.50%,2017-19,Male,71 years,Total,80129
Lx,2.50%,2017-19,Male,72 years,Total,78600
Lx,2.50%,2017-19,Male,73 years,Total,76858
Lx,2.50%,2017-19,Male,74 years,Total,74999
Lx,2.50%,2017-19,Male,75 years,Total,72963
Lx,2.50%,2017-19,Male,76 years,Total,70781
Lx,2.50%,2017-19,Male,77 years,Total,68488
Lx,2.50%,2017-19,Male,78 years,Total,65944
Lx,2.50%,2017-19,Male,79 years,Total,63128
Lx,2.50%,2017-19,Male,80 years,Total,60095
Lx,2.50%,2017-19,Male,81 years,Total,56828
Lx,2.50%,2017-19,Male,82 years,Total,53318
Lx,2.50%,2017-19,Male,83 years,Total,49634
Lx,2.50%,2017-19,Male,84 years,Total,45778
Lx,2.50%,2017-19,Male,85 years,Total,41732
Lx,2.50%,2017-19,Male,86 years,Total,37551
Lx,2.50%,2017-19,Male,87 years,Total,33310
Lx,2.50%,2017-19,Male,88 years,Total,29089
Lx,2.50%,2017-19,Male,89 years,Total,24965
Lx,2.50%,2017-19,Male,90 years,Total,21031
Lx,2.50%,2017-19,Male,91 years,Total,17366
Lx,2.50%,2017-19,Male,92 years,Total,14037
Lx,2.50%,2017-19,Male,93 years,Total,11097
Lx,2.50%,2017-19,Male,94 years,Total,8577
Lx,2.50%,2017-19,Male,95 years,Total,6459
Lx,2.50%,2017-19,Male,96 years,Total,4739
Lx,2.50%,2017-19,Male,97 years,Total,3383
Lx,2.50%,2017-19,Male,98 years,Total,2339
Lx,2.50%,2017-19,Male,99 years,Total,1563
Lx,2.50%,2017-19,Male,100 years,Total,1003
Lx,2.50%,2017-19,Male,101 years,Total,620
Lx,2.50%,2017-19,Male,102 years,Total,363
Lx,2.50%,2017-19,Male,103 years,Total,202
Lx,2.50%,2017-19,Male,104 years,Total,106
Lx,2.50%,2017-19,Male,105 years and over,Total,96
Lx,50%,2017-19,Female,0 years,Total,99610
Lx,50%,2017-19,Female,1 years,Total,99568
Lx,50%,2017-19,Female,2 years,Total,99543
Lx,50%,2017-19,Female,3 years,Total,99525
Lx,50%,2017-19,Female,4 years,Total,99512
Lx,50%,2017-19,Female,5 years,Total,99501
Lx,50%,2017-19,Female,6 years,Total,99492
Lx,50%,2017-19,Female,7 years,Total,99484
Lx,50%,2017-19,Female,8 years,Total,99477
Lx,50%,2017-19,Female,9 years,Total,99469
Lx,50%,2017-19,Female,10 years,Total,99461
Lx,50%,2017-19,Female,11 years,Total,99452
Lx,50%,2017-19,Female,12 years,Total,99441
Lx,50%,2017-19,Female,13 years,Total,99429
Lx,50%,2017-19,Female,14 years,Total,99413
Lx,50%,2017-19,Female,15 years,Total,99393
Lx,50%,2017-19,Female,16 years,Total,99370
Lx,50%,2017-19,Female,17 years,Total,99343
Lx,50%,2017-19,Female,18 years,Total,99312
Lx,50%,2017-19,Female,19 years,Total,99279
Lx,50%,2017-19,Female,20 years,Total,99243
Lx,50%,2017-19,Female,21 years,Total,99205
Lx,50%,2017-19,Female,22 years,Total,99166
Lx,50%,2017-19,Female,23 years,Total,99127
Lx,50%,2017-19,Female,24 years,Total,99088
Lx,50%,2017-19,Female,25 years,Total,99050
Lx,50%,2017-19,Female,26 years,Total,99013
Lx,50%,2017-19,Female,27 years,Total,98976
Lx,50%,2017-19,Female,28 years,Total,98938
Lx,50%,2017-19,Female,29 years,Total,98900
Lx,50%,2017-19,Female,30 years,Total,98860
Lx,50%,2017-19,Female,31 years,Total,98817
Lx,50%,2017-19,Female,32 years,Total,98773
Lx,50%,2017-19,Female,33 years,Total,98724
Lx,50%,2017-19,Female,34 years,Total,98673
Lx,50%,2017-19,Female,35 years,Total,98619
Lx,50%,2017-19,Female,36 years,Total,98564
Lx,50%,2017-19,Female,37 years,Total,98504
Lx,50%,2017-19,Female,38 years,Total,98440
Lx,50%,2017-19,Female,39 years,Total,98371
Lx,50%,2017-19,Female,40 years,Total,98297
Lx,50%,2017-19,Female,41 years,Total,98217
Lx,50%,2017-19,Female,42 years,Total,98131
Lx,50%,2017-19,Female,43 years,Total,98037
Lx,50%,2017-19,Female,44 years,Total,97933
Lx,50%,2017-19,Female,45 years,Total,97818
Lx,50%,2017-19,Female,46 years,Total,97691
Lx,50%,2017-19,Female,47 years,Total,97554
Lx,50%,2017-19,Female,48 years,Total,97401
Lx,50%,2017-19,Female,49 years,Total,97234
Lx,50%,2017-19,Female,50 years,Total,97051
Lx,50%,2017-19,Female,51 years,Total,96847
Lx,50%,2017-19,Female,52 years,Total,96622
Lx,50%,2017-19,Female,53 years,Total,96378
Lx,50%,2017-19,Female,54 years,Total,96119
Lx,50%,2017-19,Female,55 years,Total,95841
Lx,50%,2017-19,Female,56 years,Total,95544
Lx,50%,2017-19,Female,57 years,Total,95223
Lx,50%,2017-19,Female,58 years,Total,94873
Lx,50%,2017-19,Female,59 years,Total,94494
Lx,50%,2017-19,Female,60 years,Total,94086
Lx,50%,2017-19,Female,61 years,Total,93653
Lx,50%,2017-19,Female,62 years,Total,93181
Lx,50%,2017-19,Female,63 years,Total,92655
Lx,50%,2017-19,Female,64 years,Total,92075
Lx,50%,2017-19,Female,65 years,Total,91455
Lx,50%,2017-19,Female,66 years,Total,90780
Lx,50%,2017-19,Female,67 years,Total,90047
Lx,50%,2017-19,Female,68 years,Total,89263
Lx,50%,2017-19,Female,69 years,Total,88408
Lx,50%,2017-19,Female,70 years,Total,87492
Lx,50%,2017-19,Female,71 years,Total,86502
Lx,50%,2017-19,Female,72 years,Total,85359
Lx,50%,2017-19,Female,73 years,Total,84052
Lx,50%,2017-19,Female,74 years,Total,82619
Lx,50%,2017-19,Female,75 years,Total,81039
Lx,50%,2017-19,Female,76 years,Total,79347
Lx,50%,2017-19,Female,77 years,Total,77567
Lx,50%,2017-19,Female,78 years,Total,75587
Lx,50%,2017-19,Female,79 years,Total,73350
Lx,50%,2017-19,Female,80 years,Total,70858
Lx,50%,2017-19,Female,81 years,Total,68105
Lx,50%,2017-19,Female,82 years,Total,65101
Lx,50%,2017-19,Female,83 years,Total,61862
Lx,50%,2017-19,Female,84 years,Total,58371
Lx,50%,2017-19,Female,85 years,Total,54595
Lx,50%,2017-19,Female,86 years,Total,50523
Lx,50%,2017-19,Female,87 years,Total,46181
Lx,50%,2017-19,Female,88 years,Total,41648
Lx,50%,2017-19,Female,89 years,Total,37009
Lx,50%,2017-19,Female,90 years,Total,32350
Lx,50%,2017-19,Female,91 years,Total,27779
Lx,50%,2017-19,Female,92 years,Total,23400
Lx,50%,2017-19,Female,93 years,Total,19307
Lx,50%,2017-19,Female,94 years,Total,15585
Lx,50%,2017-19,Female,95 years,Total,12295
Lx,50%,2017-19,Female,96 years,Total,9465
Lx,50%,2017-19,Female,97 years,Total,7097
Lx,50%,2017-19,Female,98 years,Total,5180
Lx,50%,2017-19,Female,99 years,Total,3672
Lx,50%,2017-19,Female,100 years,Total,2525
Lx,50%,2017-19,Female,101 years,Total,1681
Lx,50%,2017-19,Female,102 years,Total,1082
Lx,50%,2017-19,Female,103 years,Total,671
Lx,50%,2017-19,Female,104 years,Total,400
Lx,50%,2017-19,Female,105 years and over,Total,513
Lx,50%,2017-19,Male,0 years,Total,99542
Lx,50%,2017-19,Male,1 years,Total,99497
Lx,50%,2017-19,Male,2 years,Total,99467
Lx,50%,2017-19,Male,3 years,Total,99445
Lx,50%,2017-19,Male,4 years,Total,99429
Lx,50%,2017-19,Male,5 years,Total,99416
Lx,50%,2017-19,Male,6 years,Total,99405
Lx,50%,2017-19,Male,7 years,Total,99394
Lx,50%,2017-19,Male,8 years,Total,99384
Lx,50%,2017-19,Male,9 years,Total,99374
Lx,50%,2017-19,Male,10 years,Total,99363
Lx,50%,2017-19,Male,11 years,Total,99350
Lx,50%,2017-19,Male,12 years,Total,99335
Lx,50%,2017-19,Male,13 years,Total,99316
Lx,50%,2017-19,Male,14 years,Total,99292
Lx,50%,2017-19,Male,15 years,Total,99262
Lx,50%,2017-19,Male,16 years,Total,99224
Lx,50%,2017-19,Male,17 years,Total,99177
Lx,50%,2017-19,Male,18 years,Total,99122
Lx,50%,2017-19,Male,19 years,Total,99060
Lx,50%,2017-19,Male,20 years,Total,98992
Lx,50%,2017-19,Male,21 years,Total,98919
Lx,50%,2017-19,Male,22 years,Total,98842
Lx,50%,2017-19,Male,23 years,Total,98763
Lx,50%,2017-19,Male,24 years,Total,98684
Lx,50%,2017-19,Male,25 years,Total,98605
Lx,50%,2017-19,Male,26 years,Total,98528
Lx,50%,2017-19,Male,27 years,Total,98453
Lx,50%,2017-19,Male,28 years,Total,98378
Lx,50%,2017-19,Male,29 years,Total,98302
Lx,50%,2017-19,Male,30 years,Total,98224
Lx,50%,2017-19,Male,31 years,Total,98142
Lx,50%,2017-19,Male,32 years,Total,98056
Lx,50%,2017-19,Male,33 years,Total,97967
Lx,50%,2017-19,Male,34 years,Total,97874
Lx,50%,2017-19,Male,35 years,Total,97779
Lx,50%,2017-19,Male,36 years,Total,97680
Lx,50%,2017-19,Male,37 years,Total,97577
Lx,50%,2017-19,Male,38 years,Total,97468
Lx,50%,2017-19,Male,39 years,Total,97352
Lx,50%,2017-19,Male,40 years,Total,97230
Lx,50%,2017-19,Male,41 years,Total,97100
Lx,50%,2017-19,Male,42 years,Total,96964
Lx,50%,2017-19,Male,43 years,Total,96816
Lx,50%,2017-19,Male,44 years,Total,96656
Lx,50%,2017-19,Male,45 years,Total,96483
Lx,50%,2017-19,Male,46 years,Total,96296
Lx,50%,2017-19,Male,47 years,Total,96096
Lx,50%,2017-19,Male,48 years,Total,95876
Lx,50%,2017-19,Male,49 years,Total,95636
Lx,50%,2017-19,Male,50 years,Total,95373
Lx,50%,2017-19,Male,51 years,Total,95082
Lx,50%,2017-19,Male,52 years,Total,94760
Lx,50%,2017-19,Male,53 years,Total,94408
Lx,50%,2017-19,Male,54 years,Total,94025
Lx,50%,2017-19,Male,55 years,Total,93616
Lx,50%,2017-19,Male,56 years,Total,93181
Lx,50%,2017-19,Male,57 years,Total,92709
Lx,50%,2017-19,Male,58 years,Total,92192
Lx,50%,2017-19,Male,59 years,Total,91618
Lx,50%,2017-19,Male,60 years,Total,90994
Lx,50%,2017-19,Male,61 years,Total,90341
Lx,50%,2017-19,Male,62 years,Total,89648
Lx,50%,2017-19,Male,63 years,Total,88888
Lx,50%,2017-19,Male,64 years,Total,88067
Lx,50%,2017-19,Male,65 years,Total,87188
Lx,50%,2017-19,Male,66 years,Total,86238
Lx,50%,2017-19,Male,67 years,Total,85216
Lx,50%,2017-19,Male,68 years,Total,84138
Lx,50%,2017-19,Male,69 years,Total,82980
Lx,50%,2017-19,Male,70 years,Total,81721
Lx,50%,2017-19,Male,71 years,Total,80376
Lx,50%,2017-19,Male,72 years,Total,78856
Lx,50%,2017-19,Male,73 years,Total,77136
Lx,50%,2017-19,Male,74 years,Total,75290
Lx,50%,2017-19,Male,75 years,Total,73258
Lx,50%,2017-19,Male,76 years,Total,71087
Lx,50%,2017-19,Male,77 years,Total,68805
Lx,50%,2017-19,Male,78 years,Total,66277
Lx,50%,2017-19,Male,79 years,Total,63478
Lx,50%,2017-19,Male,80 years,Total,60461
Lx,50%,2017-19,Male,81 years,Total,57202
Lx,50%,2017-19,Male,82 years,Total,53694
Lx,50%,2017-19,Male,83 years,Total,50026
